actor_login,window_start,event_count
release-service-bot,2026-04-15 12:20:00+00:00,25
renovate-bot,2026-04-15 11:00:00+00:00,24
renovate[bot],2026-04-15 10:00:00+00:00,669
renovate[bot],2026-04-15 10:10:00+00:00,559
renovate[bot],2026-04-15 10:20:00+00:00,492
renovate[bot],2026-04-15 10:30:00+00:00,379
renovate[bot],2026-04-15 10:40:00+00:00,160
renovate[bot],2026-04-15 10:50:00+00:00,338
renovate[bot],2026-04-15 11:00:00+00:00,486
renovate[bot],2026-04-15 11:10:00+00:00,452
renovate[bot],2026-04-15 11:20:00+00:00,336
renovate[bot],2026-04-15 11:30:00+00:00,480
renovate[bot],2026-04-15 11:40:00+00:00,607
renovate[bot],2026-04-15 11:50:00+00:00,565
renovate[bot],2026-04-15 12:00:00+00:00,550
renovate[bot],2026-04-15 12:10:00+00:00,523
renovate[bot],2026-04-15 12:20:00+00:00,421
renovate[bot],2026-04-15 12:30:00+00:00,406
renovate[bot],2026-04-15 12:40:00+00:00,519
renovate[bot],2026-04-15 12:50:00+00:00,567
renovate[bot],2026-04-15 13:00:00+00:00,418
renovate[bot],2026-04-15 13:10:00+00:00,446
renovate[bot],2026-04-15 13:20:00+00:00,337
renovate[bot],2026-04-15 13:30:00+00:00,343
renovate[bot],2026-04-15 13:40:00+00:00,433
renovate[bot],2026-04-15 13:50:00+00:00,408
rhods-devops-app[bot],2026-04-15 10:30:00+00:00,24
rhtap-ci-tests-bot,2026-04-15 11:20:00+00:00,50
rhtap-ci-tests-bot,2026-04-15 11:30:00+00:00,71
rhtap-ci-tests-bot,2026-04-15 11:40:00+00:00,36
ropensci-bot,2026-04-15 10:10:00+00:00,20
shopify[bot],2026-04-15 10:00:00+00:00,32
shopify[bot],2026-04-15 10:30:00+00:00,22
sonarqubecloud[bot],2026-04-15 10:10:00+00:00,22
sonarqubecloud[bot],2026-04-15 11:20:00+00:00,20
staging-whitesource-for-github-com[bot],2026-04-15 12:20:00+00:00,20
stainless-app[bot],2026-04-15 13:30:00+00:00,28
stainless-app[bot],2026-04-15 13:40:00+00:00,38
stainless-app[bot],2026-04-15 13:50:00+00:00,34
swa-runner-app[bot],2026-04-15 12:20:00+00:00,24
swa-runner-app[bot],2026-04-15 12:30:00+00:00,23
swa-runner-app[bot],2026-04-15 12:40:00+00:00,24
swa-runner-app[bot],2026-04-15 13:10:00+00:00,32
swa-runner-app[bot],2026-04-15 13:30:00+00:00,29
swa-runner-app[bot],2026-04-15 13:40:00+00:00,50
swa-runner-app[bot],2026-04-15 13:50:00+00:00,56
taiki-e-install-action[bot],2026-04-15 13:50:00+00:00,31
trunk-io[bot],2026-04-15 10:50:00+00:00,25
trunk-io[bot],2026-04-15 11:00:00+00:00,26
trunk-io[bot],2026-04-15 11:20:00+00:00,32
trunk-io[bot],2026-04-15 12:10:00+00:00,29
trunk-io[bot],2026-04-15 12:20:00+00:00,25
trunk-io[bot],2026-04-15 12:30:00+00:00,39
trunk-io[bot],2026-04-15 12:40:00+00:00,23
trunk-io[bot],2026-04-15 13:50:00+00:00,21
updateclibot[bot],2026-04-15 13:20:00+00:00,43
vercel[bot],2026-04-15 10:00:00+00:00,23
vercel[bot],2026-04-15 10:10:00+00:00,29
vercel[bot],2026-04-15 10:20:00+00:00,26
vercel[bot],2026-04-15 10:40:00+00:00,29
vercel[bot],2026-04-15 10:50:00+00:00,35
vercel[bot],2026-04-15 11:00:00+00:00,28
vercel[bot],2026-04-15 11:10:00+00:00,35
vercel[bot],2026-04-15 11:20:00+00:00,44
vercel[bot],2026-04-15 11:30:00+00:00,35
vercel[bot],2026-04-15 11:40:00+00:00,38
vercel[bot],2026-04-15 11:50:00+00:00,26
vercel[bot],2026-04-15 12:00:00+00:00,23
vercel[bot],2026-04-15 12:10:00+00:00,26
vercel[bot],2026-04-15 12:20:00+00:00,22
vercel[bot],2026-04-15 12:30:00+00:00,24
vercel[bot],2026-04-15 12:40:00+00:00,24
vercel[bot],2026-04-15 13:00:00+00:00,21
vercel[bot],2026-04-15 13:30:00+00:00,33
